split,metric,value
57,velocity_direction_cosine,0.6420271371086749
57,speed_profile_correlation,0.7914724844095051
57,path_length_similarity,0.9063199990213214
57,acceleration_direction_cosine,0.5584164187433235
57,zero_lag_correlation,0.8451380184210364
57,best_lag_correlation,0.8451380184210364
58,position_correlation,0.8705744697606008
58,position_cosine,0.830400361051592
58,normalized_position_rmse,0.5130442364502493
58,velocity_direction_cosine,0.6101156049998142
58,speed_profile_correlation,0.781098537671476
58,path_length_similarity,0.984724496647644
58,acceleration_direction_cosine,0.5540322381813584
58,zero_lag_correlation,0.8751077426745866
58,best_lag_correlation,0.8751077426745866
59,position_correlation,0.853746098093302
59,position_cosine,0.8505435680627694
59,normalized_position_rmse,0.5329671244754047
59,velocity_direction_cosine,0.638756789489345
59,speed_profile_correlation,0.7980550222538872
59,path_length_similarity,0.9802000499353666
59,acceleration_direction_cosine,0.5589755669476758
59,zero_lag_correlation,0.8590290133546571
59,best_lag_correlation,0.8590290133546571
60,position_correlation,0.8792616186643065
60,position_cosine,0.8519083121393022
60,normalized_position_rmse,0.4867773772612913
60,velocity_direction_cosine,0.640586229787444
60,speed_profile_correlation,0.7721823379657071
60,path_length_similarity,0.9993929019485738
60,acceleration_direction_cosine,0.5608389447585023
60,zero_lag_correlation,0.8834470339078699
60,best_lag_correlation,0.8834470339078699
61,position_correlation,0.8491232291622304
61,position_cosine,0.8153193803610561
61,normalized_position_rmse,0.5486795378612392
61,velocity_direction_cosine,0.625866397656407
61,speed_profile_correlation,0.7550752701768217
61,path_length_similarity,0.9976407738083403
61,acceleration_direction_cosine,0.5501345630088273
61,zero_lag_correlation,0.8538754084198656
61,best_lag_correlation,0.8538754084198656
62,position_correlation,0.8325870596804501
62,position_cosine,0.7880973234032822
62,normalized_position_rmse,0.5874382806891003
62,velocity_direction_cosine,0.6085751367038059
62,speed_profile_correlation,0.6976345777306588
62,path_length_similarity,0.8964153631404711
62,acceleration_direction_cosine,0.5252818330627913
62,zero_lag_correlation,0.8384727313075505
62,best_lag_correlation,0.8384727313075505
63,position_correlation,0.826406088649341
63,position_cosine,0.7927789444149974
63,normalized_position_rmse,0.6341876932453812
63,velocity_direction_cosine,0.6314724252676914
63,speed_profile_correlation,0.7257938540545241
63,path_length_similarity,0.8679705316284642
63,acceleration_direction_cosine,0.5432552117392426
63,zero_lag_correlation,0.8317985899435422
63,best_lag_correlation,0.8317985899435422
64,position_correlation,0.882736841290068
64,position_cosine,0.8502189317007752
64,normalized_position_rmse,0.4708718012944204
64,velocity_direction_cosine,0.649791686411477
64,speed_profile_correlation,0.7964171417877816
64,path_length_similarity,0.9295269733272559
64,acceleration_direction_cosine,0.5716856828828409
64,zero_lag_correlation,0.8876938496704738
64,best_lag_correlation,0.8876938496704738
65,position_correlation,0.8814418325915382
65,position_cosine,0.8334914219210362
65,normalized_position_rmse,0.4880643579232756
65,velocity_direction_cosine,0.6579568587305811
65,speed_profile_correlation,0.79357233873739
65,path_length_similarity,0.9580008936728177
65,acceleration_direction_cosine,0.5798407736246904
65,zero_lag_correlation,0.8853687054243359
65,best_lag_correlation,0.8853687054243359
66,position_correlation,0.8571446762601721
66,position_cosine,0.8215270340904198
66,normalized_position_rmse,0.5573057201302749
66,velocity_direction_cosine,0.6216965263941201
66,speed_profile_correlation,0.7703751656759361
66,path_length_similarity,0.9895523416100653
66,acceleration_direction_cosine,0.5434605260145914
66,zero_lag_correlation,0.8620370238670327
66,best_lag_correlation,0.8620370238670327
67,position_correlation,0.8558517719516621
67,position_cosine,0.8391370677810919
67,normalized_position_rmse,0.5272197511561274
67,velocity_direction_cosine,0.6420755583990142
67,speed_profile_correlation,0.7909739580782541
67,path_length_similarity,0.900140081242646
67,acceleration_direction_cosine,0.5623081742133226
67,zero_lag_correlation,0.8615141144439727
67,best_lag_correlation,0.8615141144439727
68,position_correlation,0.8692524585102321
68,position_cosine,0.825719481184425
68,normalized_position_rmse,0.4989618012804916
68,velocity_direction_cosine,0.6776453065225059
68,speed_profile_correlation,0.7932789753032575
68,path_length_similarity,0.93952923879795
68,acceleration_direction_cosine,0.5768292428831041
68,zero_lag_correlation,0.8744222937999145
68,best_lag_correlation,0.8744222937999145
69,position_correlation,0.8493141214147392
69,position_cosine,0.8040352734699374
69,normalized_position_rmse,0.5540469914780436
69,velocity_direction_cosine,0.6376321775554722
69,speed_profile_correlation,0.7846956300625417
69,path_length_similarity,0.9818034932453342
69,acceleration_direction_cosine,0.5418110972806386
69,zero_lag_correlation,0.8539689508337696
